UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (1) CANDIDATE LOST DEPOSIT ,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,PR (2) CANDIDATE LOST DEPOSIT ,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.136_N.14,MELAKA,P.136,TANGGA BATU,N.14,KELEBANG,BN - MCA,,19078,2097,87.40,16674,45,384,16245,MCA,LIM BAN HONG,MALE,36,9171,,DAP,LIOU CHEN KUANG,MALE,39,7074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.137_N.15,MELAKA,P.137,BUKIT KATIL,N.15,BACHANG,PR - DAP,,28367,2672,88.50,25106,37,365,24704,GERAKAN,CHUA LIAN CHYE,MALE,,11016,,DAP,LIM JAK WONG,MALE,,13688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.137_N.16,MELAKA,P.137,BUKIT KATIL,N.16,AYER KEROH,PR - DAP,,34225,7943,88.83,30402,76,401,29925,MCA,YONG FUN JUAN,MALE,45,10991,,DAP,KHOO POAY TIONG,MALE,43,18934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.137_N.17,MELAKA,P.137,BUKIT KATIL,N.17,BUKIT BARU,PR - PAS,,21292,48,88.21,18781,51,194,18536,UMNO,KARIM BIN HJ. YAACOB,MALE,45,9244,,,,,,,,PAS,DR MD KHALID BIN KASSIM,MALE,,9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.137_N.18,MELAKA,P.137,BUKIT KATIL,N.18,AYER MOLEK,BN - UMNO,,15554,3761,89.89,13982,29,202,13751,UMNO,DATUK HJ. MD. YUNOS BIN HUSIN,MALE,56,8756,,,,,,,,PAS,USTAZ MD KHAIRI ABD. AZIZ,MALE,,4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138_N.19,MELAKA,P.138,KOTA MELAKA,N.19,KESIDANG,PR - DAP,,17597,3818,86.87,15287,43,176,15068,MCA,LIM ENG TECK,MALE,43,5625,,DAP,CHIN CHOONG SEONG,MALE,,9443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138_N.20,MELAKA,P.138,KOTA MELAKA,N.20,KOTA LAKSAMANA,PR - DAP,,19732,8507,85.83,16935,42,220,16673,PPP,CHIW TIANG CHAI,MALE,54,3462,,DAP,LAI KEUN BAN,MALE,,11969,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SIM TONG HIM,MALE,,1242,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.138_N.21,MELAKA,P.138,KOTA MELAKA,N.21,DUYONG,PR - DAP,,18332,205,87.58,16055,54,212,15789,MCA,GAN TIAN LOO,MALE,42,7792,,DAP,GOH LEONG SAN,MALE,46,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138_N.22,MELAKA,P.138,KOTA MELAKA,N.22,BANDAR HILIR,PR - DAP,,18976,7952,83.15,15779,23,200,15556,MCA,RONALD GAN YONG HOE,MALE,37,3802,,DAP,TEY KOK KIEW,MALE,41,11754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138_N.23,MELAKA,P.138,KOTA MELAKA,N.23,TELOK MAS,BN - UMNO,,17685,701,88.18,15595,43,187,15365,UMNO,LATIFF BIN TAMBY CHIK,MALE,64,8033,,,,,,,,PAS,HARUN MOHAMED,MALE,,7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139_N.24,MELAKA,P.139,JASIN,N.24,BEMBAN,BN - MCA,,15811,2028,87.57,13846,53,359,13434,MCA,NG CHOON KOON,MALE,38,7731,,DAP,GANDHI,MALE,,5703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139_N.25,MELAKA,P.139,JASIN,N.25,RIM,BN - UMNO,,10059,1121,86.45,8696,18,157,8521,UMNO,GHAZALE BIN MUHAMAD,MALE,57,4821,,PKR,AZMI BIN KAMIS,MALE,49,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139_N.26,MELAKA,P.139,JASIN,N.26,SERKAM,BN - UMNO,,15543,3600,90.38,14048,33,185,13830,UMNO,ZAIDI BIN ATTAN,MALE,44,8715,,,,,,,,PAS,USTAZ KAMARUDIN SIDEK,MALE,44,5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139_N.27,MELAKA,P.139,JASIN,N.27,MERLIMAU,BN - UMNO,,12608,2589,87.56,11040,18,139,10883,UMNO,ROSLAN BIN AHMAD,MALE,46,6736,,,,,,,,PAS,HAJI YUHAIZAD ABDULLAH,MALE,40,4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139_N.28,MELAKA,P.139,JASIN,N.28,SUNGAI RAMBAI,BN - UMNO,,10434,2363,88.42,9226,29,142,9055,UMNO,DATUK HASAN BIN ABD RAHMAN,MALE,51,5709,,,,,,,,PAS,HAJAH KINTAN HJ MAN,FEMALE,54,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.140_N.01,JOHOR,P.140,SEGAMAT,N.01,BULOH KASAP,BN - UMNO,,18779,3370,85.51,16057,34,497,15526,UMNO,NORSHIDA BINTI IBRAHIM,FEMALE,38,9448,,,,,,,,PAS,FIRDAUS MASOD,MALE,39,6078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.140_N.02,JOHOR,P.140,SEGAMAT,N.02,JEMENTAH,PR - DAP,,28230,2196,84.44,23838,44,428,23366,MCA,DR LEE HONG TEE,MALE,50,10585,,DAP,TAN CHEN CHOON,MALE,43,12781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141_N.03,JOHOR,P.141,SEKIJANG,N.03,PEMANIS,BN - GERAKAN,,22617,1329,87.01,19679,33,365,19281,GERAKAN,LAU CHIN HOON,MALE,,10305,,,,,,,,PAS,CIKGU MALA,FEMALE,40,8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141_N.04,JOHOR,P.141,SEKIJANG,N.04,KEMELAH,BN - UMNO,,20449,2260,87.24,17840,37,229,17574,UMNO,DATUK HJ AYUB BIN RAHMAT,MALE,44,9917,,PKR,NATRAH ISMAIL,FEMALE,63,7657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.142_N.05,JOHOR,P.142,LABIS,N.05,TENANG,BN - UMNO,,16940,1586,86.30,14619,26,337,14256,UMNO,MOHD AZAHAR BIN IBRAHIM,MALE,41,7921,,,,,,,,PAS,HJ MD ZIN BIN HJ JOHAR,MALE,56,6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.142_N.06,JOHOR,P.142,LABIS,N.06,BEKOK,PR - DAP,,20774,1401,83.80,17408,25,298,17085,MCA,TAN CHONG,MALE,48,7842,,DAP,LIM ENG GUAN,MALE,53,9243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143_N.07,JOHOR,P.143,PAGOH,N.07,BUKIT SERAMPANG,BN - UMNO,,21429,7845,86.46,18527,36,382,18109,UMNO,HJ. ISMAIL BIN MOHAMED,MALE,42,12977,,PKR,CIKGU SAADON BIN ABDULLAH,MALE,,5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143_N.08,JOHOR,P.143,PAGOH,N.08,JORAK,BN - UMNO,,25364,3726,87.08,22086,37,449,21600,UMNO,DATUK DR SHAHRUDDIN BIN MD. SALLEH,MALE,56,12663,,,,,,,,PAS,NOR HAYATI BTE BACHOK,FEMALE,51,8937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.144_N.09,JOHOR,P.144,LEDANG,N.09,GAMBIR,BN - MIC,,21382,310,87.51,18711,21,492,18198,MIC,M ASOJAN,MALE,48,8705,,,,,,,,PAS,DATO’ DR MAHFODZ BIN MOHAMED,MALE,69,8395,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,MOHD ZAN BIN ABU,MALE,,837,LOST DEPOSIT,INDEPENDENT - KEY,HJ. YUNUS,MALE,,261,LOST DEPOSIT,,,,,,,,,,,,
P.144_N.10,JOHOR,P.144,LEDANG,N.10,TANGKAK,PR - DAP,,23394,1537,87.12,20381,22,438,19921,MCA,GOH TEE TEE,MALE,57,9192,,DAP,EE CHIN LI,MALE,31,10729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.144_N.11,JOHOR,P.144,LEDANG,N.11,SEROM,BN - UMNO,,24540,2264,86.76,21290,13,305,20972,UMNO,HJ ABD RAZAK BIN MINHAT,MALE,,11618,,,,,,,,PAS,AZMI BIN AHMAD,MALE,44,9354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145_N.12,JOHOR,P.145,BAKRI,N.12,BENTAYAN,PR - DAP,,23438,6847,84.83,19882,50,209,19623,MCA,FONG SOH LAN,FEMALE,40,6388,,DAP,CHUA WEE BENG,MALE,,13235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145_N.13,JOHOR,P.145,BAKRI,N.13,SUNGAI ABONG,PR - PAS,,28262,3813,87.62,24762,73,334,24355,UMNO,DATUK DR. HJ. HARIS BIN HJ. SALLEH,MALE,65,10271,,,,,,,,PAS,DR. SHEIKH IBRAHIM BIN SALLEH,MALE,58,14084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145_N.14,JOHOR,P.145,BAKRI,N.14,BUKIT NANING,BN - UMNO,,15502,1455,89.08,13809,54,319,13436,UMNO,DATO’ HJ SAIPOLBAHARI BIN HJ SUIB,MALE,51,7168,,PKR,ABDUL AZIZ BIN MUHAMMAD,MALE,,5713,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,MD GHAZALI BIN SALAMUN,MALE,,555,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.146_N.15,JOHOR,P.146,MUAR,N.15,MAHARANI,PR - PAS,,27090,3136,83.95,22743,48,369,22326,UMNO,DATO’ ZULKHAIRI AHMAD,MALE,,9595,,,,,,,,PAS,DR. MOHAMMAD BIN TASLIM,MALE,64,12731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.146_N.16,JOHOR,P.146,MUAR,N.16,SUNGAI BALANG,BN - UMNO,,21118,1635,86.41,18249,44,408,17797,UMNO,ZAITON BINTI ISMAIL,FEMALE,56,9716,,,,,,,,PAS,MALIK BIN MOHAMED DIAH,MALE,48,8081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.147_N.17,JOHOR,P.147,PARIT SULONG,N.17,SEMERAH,BN - UMNO,,31046,2649,85.95,26683,78,446,26159,UMNO,MOHD ISMAIL BIN ROSLAN,MALE,51,14404,,PKR,MD YSAHRUDIN BIN KUSNI,MALE,34,11755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.147_N.18,JOHOR,P.147,PARIT SULONG,N.18,SRI MEDAN,BN - UMNO,,25850,9430,89.64,23171,59,474,22638,UMNO,DATO’ ZULKURNAIN HJ KAMISAN,MALE,40,16034,,,,,,,,PAS,USTAZ AHMAD ROSDI,MALE,38,6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.148_N.19,JOHOR,P.148,AYER HITAM,N.19,YONG PENG,PR - DAP,,22484,2475,87.10,19584,44,365,19175,MCA,LIM KEE MOI,FEMALE,58,8350,,DAP,CHEW PECK CHOO,FEMALE,45,10825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.148_N.20,JOHOR,P.148,AYER HITAM,N.20,SEMARANG,BN - UMNO,,20429,8075,89.35,18254,47,320,17887,UMNO,DATUK SAMSOLBARI,MALE,53,12981,,,,,,,,PAS,HAJI ILYAS ABU BAKAR,MALE,47,4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.149_N.21,JOHOR,P.149,SRI GADING,N.21,PARIT YAANI,PR - PAS,,24609,1188,88.51,21782,35,379,21368,MCA,TEO YEW CHUAN,MALE,,10090,,,,,,,,PAS,CIKGU AMINOLHUDA,MALE,54,11278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.149_N.22,JOHOR,P.149,SRI GADING,N.22,PARIT RAJA,BN - UMNO,,20207,3956,89.66,18117,45,350,17722,UMNO,DATIN HJH AZIZAH ZAKARIA,FEMALE,58,10839,,,,,,,,PAS,NOOR KHALIM BIN SAKIB,MALE,42,6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150_N.23,JOHOR,P.150,BATU PAHAT,N.23,PENGGARAM,PR - DAP,,45157,10051,87.27,39408,69,836,38503,MCA,DR KING BAN SIANG,MALE,33,14226,,DAP,GAN PECK CHENG,FEMALE,47,24277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150_N.24,JOHOR,P.150,BATU PAHAT,N.24,SENGGARANG,BN - UMNO,,24048,1855,88.04,21171,49,469,20653,UMNO,A. AZIZ BIN ISMAIL,MALE,58,11254,,,,,,,,PAS,DR MOHD RAMLI KARI,MALE,62,9399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150_N.25,JOHOR,P.150,BATU PAHAT,N.25,RENGIT,BN - UMNO,,19067,5492,87.18,16623,35,316,16272,UMNO,HAJI AYUB BIN HAJI JAMIL,MALE,54,10882,,,,,,,,PAS,IMAM AHMAD KAILANI B KOSNIN,MALE,59,5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.151_N.26,JOHOR,P.151,SIMPANG RENGGAM,N.26,MACHAP,BN - UMNO,,22221,3902,88.19,19596,26,442,19128,UMNO,HJ ABD TAIB BIN ABU BAKAR,MALE,,11515,,,,,,,,PAS,UST. KHALID,MALE,36,7613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.151_N.27,JOHOR,P.151,SIMPANG RENGGAM,N.27,LAYANG-LAYANG,BN - UMNO,,17922,2518,84.58,15158,60,390,14708,UMNO,HAJI ABD MUTALIP BIN ABD RAHIM,MALE,,8613,,PKR,MOHD ISHAK BIN SHIR MOHD,MALE,,6095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.152_N.28,JOHOR,P.152,KLUANG,N.28,MENGKIBOL,PR - DAP,,42380,10001,86.75,36763,80,527,36156,MCA,CHYE KWEE YEOW,MALE,46,13035,,DAP,TAN HONG PIN,MALE,32,23036,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,NG LAM HUA,MALE,,85,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.152_N.29,JOHOR,P.152,KLUANG,N.29,MAHKOTA,BN - UMNO,,44352,1108,86.80,38499,103,642,37754,UMNO,HAJI MD JAIS BIN HAJI SARDAY,MALE,46,19431,,,,,,,,PAS,KHAIRUL FAIZI BIN AHMAD KAMIL,MALE,40,18323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.153_N.30,JOHOR,P.153,SEMBRONG,N.30,PALOH,BN - MCA,,18222,103,84.39,15378,16,403,14959,MCA,TEOH YAP KUN,MALE,,7531,,DAP,SHANKER,MALE,,7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.153_N.31,JOHOR,P.153,SEMBRONG,N.31,KAHANG,BN - MIC,,23366,7801,87.87,20532,37,386,20109,MIC,R. VIDYANANTHAN,MALE,40,13955,,PKR,HAMDAN BIN BASIRAN,MALE,,6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.154_N.32,JOHOR,P.154,MERSING,N.32,ENDAU,BN - UMNO,,19040,3110,82.06,15625,58,311,15256,UMNO,LATIF BANDI,MALE,47,9183,,,,,,,,PAS,USTAZ AZAM,MALE,40,6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.154_N.33,JOHOR,P.154,MERSING,N.33,TENGGAROH,BN - MIC,,25457,13014,85.51,21768,57,617,21094,MIC,RAVEN KRISHNASAMY,MALE,31,17054,,PKR,CIKGU MURUGAN,MALE,,4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.155_N.34,JOHOR,P.155,TENGGARA,N.34,PANTI,BN - UMNO,,17358,10270,88.76,15407,52,319,15036,UMNO,DATO’ BADERI BIN DASUKI,MALE,65,12274,,PKR,HAJI ANNUAR SALLEH,MALE,,758,LOST DEPOSIT,PAS,USTAZ AZLISHAM B. AZAHAR,MALE,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.155_N.35,JOHOR,P.155,TENGGARA,N.35,PASIR RAJA,BN - UMNO,,22336,6666,87.48,19539,36,329,19174,UMNO,DATUK DR ADHAM BIN BABA,MALE,51,12920,,,,,,,,PAS,LT KOL (B) HJ NAZARI HJ MOKHTAR,MALE,52,6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.156_N.36,JOHOR,P.156,KOTA TINGGI,N.36,SEDILI,BN - UMNO,,24716,18127,89.57,22139,50,402,21687,UMNO,RASMAN BIN ITHNAIN,MALE,46,19907,,PKR,DATO PADUKA ABD KADIR BIN SAINUDIN,MALE,,1780,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.156_N.37,JOHOR,P.156,KOTA TINGGI,N.37,JOHOR LAMA,BN - UMNO,,17178,7022,86.18,14804,34,254,14516,UMNO,ASIAH BINTI MD ARIFF,FEMALE,51,10769,,,,,,,,PAS,HJ. DIN,MALE,61,3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.157_N.38,JOHOR,P.157,PENGERANG,N.38,PENAWAR,BN - UMNO,,19881,12818,88.94,17683,47,252,17384,UMNO,HAMIMAH BINTI MANSOR,FEMALE,50,15101,,,,,,,,PAS,ANIS AFIDA BT MOHD AZLI,FEMALE,25,2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.157_N.39,JOHOR,P.157,PENGERANG,N.39,TANJONG SURAT,BN - UMNO,,18118,9035,84.91,15384,52,339,14993,UMNO,DATO’ SYED SIS BIN SYED A RAHMAN,MALE,60,12014,,PKR,KAPTEN HAJI HASNUL BIN AHMAD,MALE,,2979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.158_N.40,JOHOR,P.158,TEBRAU,N.40,TIRAM,BN - UMNO,,46658,7443,87.58,40861,37,835,39989,UMNO,DATUK MAULIZAN BIN BUJANG,MALE,50,23716,,,,,,,,PAS,KUMUTHA A/P RAHMAN,FEMALE,34,16273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.158_N.41,JOHOR,P.158,TEBRAU,N.41,PUTERI WANGSA,PR - PAS,,43824,3469,88.93,38974,47,709,38218,MIC,M. SOORIAN,MALE,,16888,,,,,,,,PAS,USTAZ ABDULLAH HUSIN,MALE,52,20357,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAVINDARAN A/L DORAISAMY,MALE,,973,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.159_N.42,JOHOR,P.159,PASIR GUDANG,N.42,JOHOR JAYA,PR - DAP,,51648,1460,88.32,45618,56,1087,44475,MCA,TAN CHER PUK,MALE,52,21419,,DAP,LIOW CAI TUNG,FEMALE,27,22879,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - MOTORCYCLE,ELWIN HONG,MALE,,177,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.159_N.43,JOHOR,P.159,PASIR GUDANG,N.43,PERMAS,BN - UMNO,,49393,5752,86.92,42932,51,729,42152,UMNO,MOHAMED KHALED BIN NORDIN,MALE,55,23952,,,,,,,,PAS,SYED OTHMAN BIN ABDULLAH (ARAB),MALE,43,18200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.160_N.44,JOHOR,P.160,JOHOR BAHRU,N.44,TANJONG PUTERI,BN - UMNO,,51442,9097,83.53,42967,98,592,42277,UMNO,ADAM BIN SUMIRU,MALE,57,25687,,PKR,MOHD SALLEH BIN AHMAD,MALE,,16590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.160_N.45,JOHOR,P.160,JOHOR BAHRU,N.45,STULANG,PR - DAP,,44879,3296,82.44,36998,71,625,36302,MCA,CHONG CHEE SIONG,MALE,36,16503,,DAP,ANDREW CHEN KAH ENG,MALE,38,19799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.161_N.46,JOHOR,P.161,PULAI,N.46,PENGKALAN RINTING,PR - DAP,,61217,1970,85.13,52113,92,1063,50958,MCA,CHANG MEI KEE,FEMALE,46,24494,,DAP,CHEO YEE HOW,MALE,29,26464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.161_N.47,JOHOR,P.161,PULAI,N.47,KEMPAS,BN - UMNO,,39273,3947,86.09,33811,74,494,33243,UMNO,DATUK TENGKU PUTRA HARON A. JUMAT,MALE,50,18595,,,,,,,,PAS,SUHAIZAN BIN KAIAT,MALE,40,14648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.162_N.48,JOHOR,P.162,GELANG PATAH,N.48,SKUDAI,PR - DAP,,56543,18050,88.34,49948,90,524,49334,MCA,LIANG AH CHY,MALE,62,15642,,DAP,DR. BOO CHENG HAU,MALE,49,33692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.162_N.49,JOHOR,P.162,GELANG PATAH,N.49,NUSA JAYA,BN - UMNO,,50183,2201,89.91,45120,117,872,44131,UMNO,DR. ZAINI BIN ABU BAKAR,MALE,54,23166,,,,,,,,PAS,SALAHUDDIN BIN AYUB,MALE,52,20965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.163_N.50,JOHOR,P.163,KULAI,N.50,BUKIT PERMAI,BN - UMNO,,21619,3369,90.08,19474,44,327,19103,UMNO,ALI MAZAT BIN SALLEH,MALE,42,11236,,,,,,,,PAS,MAZLAN BIN ALIMAN,MALE,47,7867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.163_N.51,JOHOR,P.163,KULAI,N.51,BUKIT BATU,PR - PKR,,22262,4015,90.02,20040,33,493,19514,GERAKAN,CHEONG CHIN LIANG,MALE,,7661,,PKR,JIMMY PUAH WEE TSE,MALE,46,11676,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,SURENDIRAN,MALE,,177,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.163_N.52,JOHOR,P.163,KULAI,N.52,SENAI,PR - DAP,,40110,11227,88.51,35501,50,458,34993,MCA,TANG NAI SOON,MALE,44,11883,,DAP,WONG SHU QI,FEMALE,30,23110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.164_N.53,JOHOR,P.164,PONTIAN,N.53,BENUT,BN - UMNO,,21463,6572,86.77,18624,34,446,18144,UMNO,DATUK Ir HAJI HASNI BIN HJ MOHAMMAD,MALE,54,12358,,,,,,,,PAS,RADEN SAROBO BIN PONOH,MALE,66,5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.164_N.54,JOHOR,P.164,PONTIAN,N.54,PULAI SEBATANG,BN - MCA,,28170,3412,85.93,24207,46,465,23696,MCA,DATUK TEE SIEW KIONG,MALE,49,13554,,,,,,,,PAS,UNGKU MOHD NOOR BIN UNGKU MAHMOOD,MALE,59,10142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.165_N.55,JOHOR,P.165,TANJONG PIAI,N.55,PEKAN NENAS,PR - DAP,,32486,2669,88.48,28745,37,505,28203,MCA,WONG YOU FONG,FEMALE,41,12767,,DAP,EO TUNG SIONG,MALE,34,15436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
